A1-LCD-hub-rcom-normalized,FUS-LCD-hub-rcom-normalized,EWSR1-LCD-hub-rcom-normalized,TIA1-LCD-hub-rcom-normalized
0.166861805,0.176698194,0.161918808,0.05856293
0.167093847,0.220036946,0.235844227,0.117498782
0.175205063,0.195183884,0.093632367,0.061929865
0.320314493,0.150733059,0.134323542,0.114194637
0.266546329,0.152575293,0.285766822,0.183464009
0.209308311,0.224088784,0.078186513,0.102927099
0.173370172,0.121081756,0.215139934,0.183449209
0.227734576,0.230988318,0.234339774,0.148389096
0.212435839,0.268035082,0.099745656,0.218698265
0.166196984,0.228473437,0.242501007,0.128573105
0.070616037,0.210338364,0.172462609,0.066746804
0.160159519,0.061722752,0.161545671,0.124783083
0.135356731,0.116052309,0.158178011,0.100469302
0.140319937,0.123281732,0.18539922,0.131364363
0.156375395,0.118223903,0.216256251,0.148303538
0.259598325,0.185923401,0.283405664,0.184190989
0.130816356,0.080843734,0.220703861,0.201291934
0.234695941,0.138926599,0.137455529,0.154380539
0.161054862,0.138742073,0.228121278,0.175252122
0.172746296,0.183570132,0.088471458,0.203238667
0.221150378,0.128328656,0.213911745,0.048117643
0.187096965,0.119473912,0.133189616,0.117897419
0.129123258,0.057052303,0.103572247,0.152145616
0.155353825,0.172860451,0.208008114,0.11140463
0.301264058,0.236794705,0.230873102,0.108384321
0.209327839,0.245527592,0.182238444,0.109157661
0.179114491,0.142796496,0.20113601,0.18525069
0.303320646,0.147947457,0.1820955,0.246692922
0.2537422,0.120973645,0.260386758,0.16501864
0.239384568,0.181623889,0.234860239,0.080145498
0.197080917,0.07602397,0.15028644,0.081868073
0.193901968,0.103571568,0.245863948,0.096035342
0.134182783,0.158250265,0.164852335,0.182363579
0.059738122,0.144944781,0.195148865,0.198418639
0.06948297,0.12401085,0.093893656,0.195233691
0.128901028,0.047849584,0.226263335,0.155921658
0.071396875,0.10955824,0.273609466,0.152865351
0.259699258,0.238824837,0.260848564,0.127099308
0.123145487,0.168291774,0.164244873,0.140989065
0.125682595,0.183517222,0.251693529,0.140024946
0.146222863,0.145779611,0.213265581,0.087968755
0.126873088,0.117451475,0.044314217,0.116733324
0.0534212,0.102087889,0.152965483,0.148539023
0.180985964,0.059685399,0.237996985,0.118731597
0.212819136,0.218819883,0.150751693,0.226927089
0.173867651,0.15977633,0.146825993,0.22895032
0.068967447,0.203089057,0.252004275,0.206139409
0.227850533,0.257329626,0.215577263,0.195433671
0.215338973,0.201551445,0.188284602,0.162635365
0.117746843,0.230572527,0.22077577,0.185876599
0.042026281,0.05446642,0.081719065,0.135074683
0.164654555,0.187434913,0.19328913,0.130265323
0.150765041,0.101021171,0.209891318,0.214501107
0.106477143,0.21170547,0.255836025,0.249905219
0.123684458,0.057789198,0.184498026,0.131840872
0.088920154,0.194117717,0.12809821,0.100200366
0.180810783,0.222919877,0.088198941,0.222581077
0.115238166,0.202987942,0.212737214,0.147220122
0.17557964,0.130549192,0.205666311,0.162265988
0.234586343,0.261049899,0.112377678,0.083639959
0.136912814,0.202486598,0.090350391,0.064800915
0.14429455,0.130778123,0.047772193,0.135889138
0.125288031,0.046914475,0.190920741,0.13063679
0.26401446,0.12678101,0.189039118,0.190138745
0.148821555,0.136329554,0.207098807,0.123862021
0.210267326,0.320583484,0.221331815,0.070429451
0.054263238,0.392497553,0.250195684,0.103614038
0.13131996,0.273900839,0.081697556,0.194248781
0.155765244,0.129553914,0.207461738,0.243795253
0.14642429,0.14789648,0.16855838,0.13122537
0.18080082,0.143612509,0.143368009,0.140887524
0.053854678,0.072137314,0.160425307,0.11935298
0.20320553,0.159598978,0.179828869,0.203556831
0.13339711,0.198564763,0.058438603,0.147237751
0.181686133,0.267136069,0.137240865,0.054729822
0.257034167,0.284392572,0.135052486,0.251301584
0.1925851,0.062490985,0.209191072,0.132997368
0.142699423,0.121919018,0.274659044,0.193412071
0.102948872,0.160642931,0.187652239,0.231664747
0.147539895,0.153244547,0.126883416,0.207990419
0.207372716,0.075214619,0.130828832,0.034506329
0.073376802,0.039511935,0.127236195,0.151964031
0.238273547,0.173825646,0.185092175,0.16428732
0.162769069,0.200103906,0.167762077,0.245372358
0.126865724,0.190189156,0.173016572,0.22099882
0.151004938,0.17100322,0.17090968,0.075318672
0.211697138,0.136092713,0.174283566,0.094187995
0.202231745,0.085177201,0.164566648,0.098036003
0.174933187,0.155663624,0.222003194,0.257010379
0.210176737,0.187296449,0.222494109,0.083849387
0.159319536,0.057961362,0.095776609,0.08568903
0.128024684,0.125497898,0.208444398,0.157574109
0.039252869,0.235068147,0.130378292,0.226278957
0.212736616,0.215047572,0.037422453,0.198153613
0.2578581,0.144121504,0.228401357,0.147111023
0.243215208,0.199458721,0.059105749,0.162242765
0.230888186,0.181538505,0.17346674,0.070545843
0.254752846,0.255645979,0.230354624,0.191807227
0.087796962,0.133285728,0.169847603,0.11938915
0.221260121,0.237206103,0.210589674,0.15612405
0.135793068,0.080488724,0.055194173,0.164166916
0.157375072,0.106677386,0.050604324,0.176629932
0.177083414,0.204218676,0.191663876,0.127459322
0.241118224,0.160904692,0.133288319,0.175678537
0.116945914,0.104978049,0.276418472,0.104989118
0.180920417,0.174457636,0.223293819,0.174304581
0.046479705,0.121737942,0.222101869,0.156481659
0.27318568,0.168457825,0.146125685,0.165391955
0.086707022,0.208092212,0.150366205,0.019305047
0.268074007,0.178045949,0.23373701,0.215284916
0.130430025,0.111608922,0.217247278,0.087099671
0.186852819,0.188371386,0.208987491,0.104185583
0.276356425,0.146499983,0.19320677,0.151285155
0.184407174,0.125165166,0.100372073,0.129160871
0.312943538,0.143822734,0.219579713,0.189212094
0.24974354,0.175064071,0.249795807,0.126991826
0.171342455,0.156959499,0.277779215,0.171809178
0.300389033,0.134874023,0.258873479,0.272367293
0.132724623,0.227651267,0.058083675,0.197363296
0.341956428,0.160233037,0.2298145,0.268741583
0.114511019,0.118303299,0.182272657,0.143923761
0.158789321,0.076145368,0.178059089,0.14531775
0.179869834,0.072544682,0.294456221,0.131040026
0.250477597,0.121581286,0.100864823,0.180898107
0.125604724,0.253013342,0.083153898,0.1976631
0.077807322,0.226431164,0.220342746,0.202940327
0.142755162,0.139189591,0.18795298,0.06541204
0.193273962,0.101166165,0.171237652,0.20520471
0.244226049,0.14696101,0.102110113,0.182658335
0.141474872,0.215698245,0.320825253,0.146486322
0.110035885,0.109923545,0.18295268,0.154384188
0.202543399,0.121159824,0.170168813,0.1909193
0.077788537,0.218884884,0.223589632,0.192472156
0.158585382,0.207593053,0.18073716,0.184282569
0.217106761,0.100663327,0.206549768,0.17507228
0.186096941,0.162513113,0.189193546,0.164803505
0.124430553,0.227734766,0.11820887,0.18563269
0.151541762,0.168405099,0.228512578,0.172920808
0.254127979,0.127370702,0.154349081,0.19719112
0.26472086,0.202978564,0.129651652,0.212694661
0.225705438,0.132131085,0.168763737,0.093479575
0.065592036,0.153646837,0.266979147,0.126617725
0.127788515,0.178525079,0.180230913,0.163779544
0.085977011,0.190219076,0.196174173,0.105658138
0.202165995,0.197447689,0.192284612,0.127121889
0.08776778,0.14782554,0.177408567,0.125940198
0.359346963,0.184197679,0.279444132,0.112670965
0.254700287,0.203653885,0.308250099,0.180685976
0.080077414,0.241101367,0.196859174,0.146028494
0.222944676,0.082817992,0.184891184,0.122860669
0.223994018,0.201858533,0.123561918,0.107357558
0.064050448,0.11248964,0.211640781,0.16219041
0.185544862,0.071019993,0.114023104,0.234511674
0.198888052,0.19259345,0.176560777,0.240427291
0.276597618,0.146161745,0.312629747,0.158155999
0.069209075,0.069431497,0.135777225,0.164306925
0.142202913,0.091874892,0.144710058,0.131204557
0.202460736,0.103676904,0.045138238,0.069093797
0.181594892,0.091539638,0.185344032,0.034228963
0.153296922,0.232611334,0.217774376,0.045720959
0.048446077,0.036950501,0.125056701,0.16506477
0.077062292,0.201346534,0.173952915,0.131398456
0.163480397,0.15668842,0.160130694,0.16671612
0.044315589,0.214351502,0.243833141,0.120733739
0.273340208,0.103546917,0.251143342,0.163240896
0.151657988,0.147347009,0.183794889,0.165100423
0.067858042,0.073341711,0.193247684,0.128988974
0.314554289,0.115773014,0.262168884,0.141724826
0.195096446,0.181426004,0.254679361,0.129113405
0.13706743,0.192371327,0.278349573,0.173641602
0.142369927,0.129157596,0.121829908,0.144063472
0.265777793,0.108440027,0.212456288,0.242767917
0.286208493,0.036403936,0.159269817,0.120617137
0.246475872,0.209975233,0.205484389,0.16596642
0.206886229,0.221115035,0.238617922,0.156510601
0.258608347,0.300694064,0.210701916,0.163131484
0.183829595,0.191805119,0.090034112,0.089704985
0.094179746,0.17407836,0.208138607,0.140611845
0.186108607,0.326773047,0.046845813,0.101068872
0.257806892,0.169688624,0.238365257,0.163045336
0.106216706,0.084469836,0.171372961,0.193284714
0.1057522,0.16600818,0.133205505,0.043088376
0.268937583,0.168647083,0.167346088,0.169993224
0.205813049,0.204320015,0.129671125,0.148905101
0.193098516,0.065798529,0.273288163,0.067925679
0.240364837,0.097760948,0.193469874,0.060189011
0.165883503,0.176183438,0.245380564,0.213178939
0.178473062,0.208270182,0.293916368,0.136490918
0.258228991,0.201164977,0.219457561,0.053142206
0.194986686,0.210474113,0.059109468,0.192887872
0.192633728,0.121865979,0.151132848,0.05145646
0.178344439,0.089125713,0.181338756,0.060563214
0.210762538,0.053966354,0.093715208,0.166164425
0.236117058,0.095252558,0.106123539,0.175793278
0.084746772,0.181178901,0.229318764,0.106410882
0.307883295,0.124543328,0.248197194,0.152473916
0.150619005,0.187235554,0.14769417,0.158033548
0.278238727,0.189601166,0.148344852,0.135757893
0.171608066,0.248272805,0.188394803,0.174629035
0.115847945,0.088458115,0.143931427,0.181704678
0.157128439,0.107006271,0.074069419,0.044541275
0.150834283,0.066622415,0.187626039,0.148462429
0.184740168,0.142401954,0.104263971,0.126119934
0.164488788,0.127483059,0.182165206,0.08465064
0.180255305,0.240628223,0.239977621,0.069294881
0.115108566,0.095019839,0.093061031,0.168602887
0.114740576,0.215086546,0.193118208,0.207502677
0.268443025,0.155048126,0.127710429,0.200576318
0.244720435,0.223301819,0.192787094,0.161531898
0.233430719,0.146514568,0.170625602,0.189671797
0.210222921,0.153221176,0.049437894,0.022437061
0.180487641,0.110279407,0.163729527,0.183721541
0.207006013,0.211071807,0.212940209,0.058808852
0.066831589,0.203229209,0.213038282,0.100224516
0.249334645,0.160229261,0.173026404,0.07767896
0.049852408,0.182178114,0.198343057,0.145313989
0.122978698,0.205982886,0.255398165,0.19426191
0.081156769,0.230227733,0.247910708,0.157415034
0.098111053,0.066053077,0.272153013,0.14969713
0.139125288,0.227498147,0.265318212,0.165854968
0.129669625,0.059500561,0.184750133,0.143952986
0.12479426,0.16126582,0.152433404,0.130047707
0.244432001,0.192105944,0.192011284,0.13302272
0.26993911,0.142092394,0.214045604,0.120521775
0.19399936,0.255032208,0.183674296,0.120042557
0.218331149,0.224100126,0.232218539,0.153319409
0.224297006,0.120562631,0.253177843,0.204940837
0.153086671,0.140387131,0.163858371,0.223820289
0.224499016,0.147186595,0.099323436,0.150303138
0.226532964,0.164281605,0.261964668,0.250590455
0.136946132,0.080309365,0.151707741,0.119493093
0.092604133,0.11954362,0.176453997,0.215672115
0.070192214,0.093131849,0.196177904,0.153199568
0.100745612,0.114095419,0.007668586,0.141140938
0.114485381,0.071534422,0.11569944,0.149245513
0.205498296,0.111693007,0.151988174,0.10270103
0.116840275,0.148295971,0.095551488,0.14057068
0.115907944,0.153881884,0.286779233,0.266395691
0.150372801,0.154740566,0.134121791,0.10275976
0.146391654,0.206235027,0.298074148,0.139017458
0.124317093,0.128551668,0.024107862,0.087747591
0.118500025,0.034795502,0.144168922,0.09539903
0.238180592,0.028354494,0.204692214,0.116093879
0.078876583,0.145397338,0.135336036,0.083636697
0.122808419,0.181175967,0.088866651,0.182428596
0.213696766,0.178014446,0.29248595,0.120861606
0.107816626,0.204403602,0.038406068,0.150764381
0.208977525,0.259788387,0.253348421,0.15251317
0.140600292,0.189187822,0.242386139,0.069264625
0.313190401,0.102681382,0.218132062,0.159660438
0.179861895,0.130013363,0.079708107,0.185544688
0.185606607,0.160632599,0.209442238,0.219279312
0.222395621,0.094875825,0.141838152,0.208052577
0.223810818,0.205774808,0.227025573,0.22066011
0.16331237,0.177474648,0.14224144,0.190494188
0.221791941,0.267020389,0.163013078,0.194236584
0.260441802,0.155769402,0.049812463,0.224680306
0.234137082,0.050862981,0.176702952,0.229895498
0.213333358,0.299284807,0.123529256,0.239401963
0.114982695,0.139594328,0.196201458,0.198901415
0.147827872,0.150000701,0.031624217,0.060313373
0.13866814,0.075084134,0.198341165,0.125437771
0.146297143,0.111589562,0.128442993,0.202963931
0.179026768,0.130034302,0.07629223,0.153576118
0.167668767,0.175420487,0.241156018,0.068793177
0.154140315,0.173376655,0.215617053,0.099153975
0.173265818,0.14315531,0.173801185,0.189754766
0.138518527,0.174396506,0.230332537,0.169157737
0.116313965,0.192742963,0.225470181,0.170675732
0.246498808,0.148036425,0.179036522,0.150429599
0.135964027,0.102803939,0.052424273,0.227101814
0.224621178,0.112065188,0.211850972,0.175694314
0.172710261,0.15723648,0.213794823,0.201254424
0.111805167,0.145223022,0.180525392,0.201937561
0.162609965,0.14896487,0.1773583,0.147907156
0.106699195,0.18637588,0.195296761,0.086789217
0.195029934,0.252818903,0.178436183,0.165732121
0.095068978,0.194472667,0.19358535,0.158575641
0.191670175,0.19650341,0.241047335,0.200820241
0.068337465,0.140993306,0.040754508,0.115175869
0.140847749,0.15931311,0.078502448,0.081629977
0.158586877,0.146065946,0.128231236,0.118843235
0.179395025,0.178758666,0.188429237,0.079843701
0.18918946,0.231457437,0.239295815,0.185544305
0.186938003,0.231719359,0.193594421,0.148871417
0.228845746,0.113537761,0.186814936,0.096375985
0.168758802,0.103357094,0.117375289,0.114922044
0.160934353,0.200935844,0.161806851,0.121642818
0.209057109,0.152471894,0.227403666,0.073663207
0.294310609,0.109948039,0.199635648,0.054716018
0.148566038,0.117136418,0.169923381,0.213030463
0.088287548,0.141458484,0.046530415,0.259926303
0.168671258,0.216003943,0.241809686,0.111678028
0.195476115,0.239419528,0.094002249,0.277590307
0.244806756,0.116318194,0.275363777,0.084875459
0.165055141,0.077431112,0.175784097,0.16819722
0.207823625,0.108320835,0.23662107,0.222761769
0.078698237,0.154400373,0.19684858,0.155337636
0.263788826,0.09257187,0.086503469,0.246332826
0.171765878,0.092532458,0.17654336,0.111010197
0.134719149,0.141522169,0.203352224,0.152009179
0.123203878,0.166810677,0.218800653,0.125205605
0.160698456,0.097455282,0.139293479,0.15799837
0.11115733,0.119412054,0.051444208,0.207221162
0.159360637,0.097406591,0.185211356,0.191385327
0.075338637,0.100953545,0.282036656,0.182951962
0.173320733,0.212730296,0.137238438,0.044515135
0.200797839,0.135968295,0.040435819,0.161902223
0.179017625,0.308761918,0.293503372,0.196392534
0.305781036,0.226343156,0.178301417,0.12094784
0.152456437,0.099689465,0.180876745,0.111663365
0.146360785,0.14650577,0.134120787,0.157343003
0.188499268,0.129149377,0.226579932,0.074943749
0.089978362,0.134343746,0.028989759,0.108974838
0.155296498,0.231251648,0.196916853,0.118658475
0.19607151,0.207541601,0.089408732,0.112960889
0.206382219,0.115734928,0.288818353,0.200642325
0.095199005,0.225547501,0.243408528,0.119228668
0.252467437,0.164046931,0.284036173,0.144461667
0.196381486,0.159884585,0.23876385,0.150338278
0.163361353,0.157765177,0.156404467,0.153235012
0.221287679,0.159661877,0.275273655,0.053699836
0.092064459,0.119645406,0.258276812,0.153380068
0.205831013,0.22012518,0.079596195,0.133046597
0.185028243,0.143452511,0.124108289,0.077856368
0.197446992,0.176974515,0.190393443,0.101583383
0.216345233,0.181966473,0.230350467,0.040752373
0.174033796,0.117031199,0.162030215,0.111375458
0.153455769,0.161543696,0.279367903,0.219870478
0.325421895,0.051334842,0.18506704,0.170738029
0.181855382,0.112093819,0.161607453,0.031786222
0.185294536,0.164598223,0.076136935,0.176448296
0.112957219,0.178248014,0.072881806,0.067574946
0.230148955,0.166976486,0.28443366,0.140513906
0.119193076,0.122645509,0.25470583,0.08752277
0.353226028,0.09508143,0.203704824,0.119059411
0.187991703,0.146368216,0.175930527,0.213631988
0.227757937,0.277414425,0.104951666,0.260627516
0.217138505,0.076729261,0.250588444,0.092709998
0.134636142,0.179988081,0.390176753,0.253018034
0.266872425,0.091985964,0.154005031,0.07740706
0.287279173,0.112601361,0.168601618,0.050861287
0.256965693,0.130464175,0.194939251,0.143012187
0.262137676,0.233112037,0.20048779,0.079114167
0.283800598,0.087595407,0.165783629,0.192798272
0.29501427,0.265635597,0.253772859,0.162217009
0.071438354,0.23389005,0.069448681,0.173404945
0.18492721,0.090622989,0.184566714,0.065273014
0.233002488,0.074183025,0.291524398,0.150081647
0.054204673,0.222660895,0.176992798,0.123749533
0.226225925,0.136135964,0.046641958,0.135897277
0.1654826,0.134435264,0.132670165,0.192033669
0.343563322,0.215742051,0.224323651,0.101304539
0.250788472,0.192753766,0.211666452,0.231766192
0.166847899,0.118632888,0.19886536,0.100372751
0.168787099,0.096311251,0.210333987,0.080229927
0.284377714,0.168940934,0.064477914,0.276049862
0.221748196,0.160314243,0.1231967,0.128178038
0.151478459,0.160482344,0.180807202,0.284852023
0.316728307,0.076446328,0.238530781,0.103175111
0.186743382,0.146618658,0.17297438,0.067650733
0.104237931,0.191544223,0.128631737,0.064021994
0.23892167,0.090132963,0.17920093,0.134284639
0.212647687,0.249760686,0.116817062,0.097194276
0.076119678,0.126025569,0.073122832,0.115860925
0.194442706,0.081994549,0.21811888,0.122963925
0.211064886,0.21242228,0.233308863,0.090609224
0.154914961,0.233965057,0.218286456,0.158006818
0.196067129,0.22429426,0.103379663,0.168989518
0.189395499,0.107105371,0.168326545,0.155064907
0.218166218,0.086641946,0.200607616,0.08191675
0.158467061,0.117029345,0.203501082,0.087674932
0.071135397,0.154812755,0.17673074,0.199773552
0.146949463,0.150699897,0.097472029,0.132339978
0.059844566,0.166040808,0.136339624,0.167355319
0.229984128,0.214500789,0.227708879,0.184955056
0.137595105,0.182363247,0.273372498,0.199615847
0.180710861,0.219980745,0.245320228,0.206120872
0.328690416,0.158231191,0.280721546,0.220656041
0.237221855,0.109198378,0.12255504,0.14249096
0.113029976,0.122687943,0.153840775,0.150643422
0.271725036,0.117484614,0.148963746,0.24628271
0.236280663,0.182659709,0.242411804,0.140055152
0.16535726,0.146100323,0.231646408,0.170823914
0.103697946,0.211017742,0.193496459,0.120844095
0.117045311,0.125155417,0.213294192,0.124951559
0.186934535,0.173745353,0.248209834,0.161035624
0.039332911,0.19029479,0.186911248,0.140622048
0.102237998,0.218465627,0.273563773,0.088377197
0.277103612,0.049589092,0.291984475,0.174472154
0.046523217,0.118998983,0.197734332,0.114660508
0.206105717,0.173555062,0.201945908,0.176883506
0.143701889,0.124986779,0.163821337,0.086504265
0.147413522,0.047547562,0.213445909,0.148197089
0.216475381,0.179076827,0.124341959,0.150799621
0.287857995,0.15111552,0.146743627,0.155488832
0.295695475,0.157821058,0.238065716,0.198008736
0.116376449,0.228245742,0.250950427,0.191345996
0.139022074,0.241191566,0.205314324,0.163391779
0.284746525,0.214520613,0.170947379,0.168406978
0.122592291,0.16959452,0.212268398,0.129541916
0.142176488,0.201158721,0.18213383,0.238253085
0.100059118,0.144496351,0.114543667,0.183706555
0.190222921,0.226392372,0.167776776,0.186997935
0.135889051,0.144191281,0.218458231,0.083521142
0.187738016,0.154314452,0.183308258,0.138336206
0.156684778,0.237953898,0.316727438,0.144889385
0.340816535,0.038429335,0.180462863,0.142465938
0.227515766,0.214667736,0.099794182,0.182371353
0.18895105,0.15842116,0.249297135,0.245842603
0.138842776,0.111435309,0.214399148,0.141002771
0.248020562,0.16946911,0.144900418,0.180997268
0.058376129,0.089022033,0.116016796,0.145118179
0.152274905,0.152946486,0.121609264,0.15124065
0.140452194,0.212244057,0.290345848,0.186205994
0.296924218,0.185764506,0.147372082,0.144892136
0.187092125,0.245359282,0.234596679,0.09415105
0.14739454,0.180711736,0.282443065,0.180392809
0.222345195,0.221519973,0.296793857,0.118943029
0.175145097,0.076021542,0.204370982,0.231970557
0.117757703,0.126892779,0.19204695,0.18406935
0.183967916,0.153762748,0.144809868,0.148803161
0.194470759,0.210983367,0.275935437,0.199986996
0.202569477,0.124792466,0.232812547,0.224206606
0.18521709,0.137596316,0.123194213,0.194673543
0.218145414,0.159165719,0.246617613,0.194035873
0.324707003,0.17343239,0.123139378,0.081121659
0.113081863,0.275412871,0.197120924,0.236520514
0.175933404,0.280312988,0.1467417,0.285975797
0.246320033,0.24161049,0.254232204,0.263489063
0.104973206,0.104802971,0.141164348,0.029524363
0.193030471,0.107588806,0.296127624,0.088841549
0.305902221,0.163804316,0.29917018,0.110818265
0.138422673,0.131866775,0.202398221,0.057745212
0.22668867,0.071348632,0.301684478,0.170175235
0.1296392,0.16744567,0.297173278,0.119918104
0.35388721,0.173411361,0.258992272,0.102107339
0.25040792,0.22853237,0.213058553,0.157431264
0.283521397,0.208900708,0.174149853,0.148472133
0.212165121,0.135337462,0.129827036,0.100882144
0.207960442,0.188565157,0.25441378,0.130641538
0.281021541,0.079899422,0.239180214,0.07794102
0.213235906,0.075063768,0.160224925,0.096551388
0.187685717,0.193681401,0.192349166,0.115646219
0.231376292,0.227423273,0.293298062,0.162863237
0.308839751,0.125620546,0.15325782,0.149763127
0.241110823,0.115867817,0.130290621,0.07640089
0.157621195,0.157199024,0.265082025,0.105399234
0.229947041,0.243815942,0.247970319,0.161494953
0.175418538,0.062538916,0.288350539,0.172907527
0.197499908,0.156232822,0.084991285,0.244209764
0.146572668,0.184942765,0.126791117,0.257812625
0.233619101,0.1660871,0.126412763,0.225703591
0.063943578,0.172036323,0.333936667,0.171938813
0.186822686,0.183720063,0.17585626,0.245337346
0.245427593,0.097724337,0.164967081,0.168307377
0.048579446,0.180428691,0.200705348,0.261404932
0.141826065,0.238191526,0.135484797,0.229271124
0.161688135,0.197597281,0.130784717,0.214686683
0.168142089,0.112314404,0.078052195,0.180168815
0.172986788,0.152564641,0.272010622,0.06646522
0.11995079,0.185706475,0.235609568,0.184246213
0.105040126,0.118542746,0.324125346,0.100236538
0.159931634,0.098996007,0.152558268,0.236106401
0.231551777,0.154783546,0.257722986,0.258527496
0.30431998,0.177687237,0.365092651,0.032684949
0.267683339,0.225822974,0.303722155,0.102563473
0.080994367,0.171833487,0.255603184,0.179409425
0.146483033,0.23049781,0.243499883,0.173278465
0.147869497,0.131123887,0.182939533,0.162760352
0.172514707,0.070767005,0.153005142,0.048384481
0.199438235,0.145405132,0.202700529,0.05215089
0.16717679,0.084235699,0.199044156,0.122806093
0.241464976,0.104376287,0.331446182,0.157385944
0.175459763,0.065685968,0.106964833,0.145945215
0.156225336,0.160308317,0.098890194,0.10938709
0.1200996,0.180547892,0.149161098,0.097913281
0.21532889,0.174706037,0.225887127,0.144689678
0.196514027,0.122660479,0.257927416,0.130844253
0.079323395,0.107971677,0.326190769,0.145164947
0.036082924,0.138790476,0.231854431,0.219092323
0.178016152,0.145411424,0.177502658,0.190467353
0.144899548,0.207174681,0.111763661,0.22335351
0.165963515,0.162242144,0.108174199,0.13801047
0.181155374,0.174242318,0.156691133,0.127460501
0.170388438,0.130001326,0.232872689,0.185784344
0.15522125,0.16772362,0.128905375,0.20828854
0.132170314,0.24754063,0.172590193,0.092014493
0.19706132,0.275440086,0.179734633,0.186981814
0.12921001,0.118931247,0.16440851,0.137688443
0.068808204,0.12422641,0.1695704,0.052719033
0.268149976,0.163421907,0.085960704,0.055196009
0.159595355,0.056546483,0.272332603,0.090985769
0.132805364,0.127641106,0.262562578,0.07740525
0.307618128,0.118171992,0.18930184,0.117249096
0.106152661,0.077865119,0.227720694,0.146675499
0.136732807,0.17265659,0.281482777,0.152071155
